verse	verse_part	token	pos	lemma	lemma_filtered	voc	domain	subdomain
Ps_118_144	1	['δικαιοσύνη', 'τὰ', 'μαρτύριά', 'σου', 'εἰς', 'τὸν', 'αἰῶνα', 'συνέτισόν', 'με', 'καὶ', 'ζήσομαι']	['NOUN', 'DET', 'NOUN', 'PRON', 'PREP', 'DET', 'NOUN', 'VERB', 'PRON', 'CON', 'VERB']	['δικαιοσυνη', 'ο', 'μαρτυριον', 'σου', 'εις', 'ο', 'αιων', 'συνετιζω', 'με', 'και', 'ζαω']	['δικαιοσυνη', 'μαρτυριον', 'αιων', 'συνετιζω', 'ζαω']	['αιων', 'δικαιοσυνη', 'ζαω', 'μαρτυριον', 'συνετιζω']	['Moral and Ethical Qualities and Related Behavior', 'Religious Activities', 'Association', 'Communication', 'Supernatural Beings and Powers', 'Time', 'Possess,Transfer,Exchange', 'Behavior and Related States', 'Physiological Processes and States', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Geographical Objects and Features']	['Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Establish or Confirm a Relation', 'Supernatural Beings', 'Behavior,Conduct', 'Just,Righteous', 'Give', 'Witness,Testify', 'Duration of Time with Reference to Some Point of Time: Until,Delay,Still,From', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Particular Patterns of Behavior', 'Religious Practice', 'Live,Die', 'Teach', 'Supernatural Powers', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Universe,Creation', 'Socio-Religious']
Ps_118_145	1	['ιθ́', 'κωϕ']	['X', 'CON']	['ιθʹ', 'κωφ']	['ιθʹ', 'κωφ']	['ιθʹ', 'κωφ']	['Number', 'Speech and language']	['Written Language', 'Number,Countless']
Ps_118_145	2	['Εκέκραξα', 'ἐν', 'ὅλῃ', 'καρδίᾳ', 'μου', 'ἐπάκουσόν', 'μου', 'κύριε', 'τὰ', 'δικαιώματά', 'σου', 'ἐκζητήσω']	['VERB', 'PREP', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PRON', 'NOUN', 'DET', 'NOUN', 'PRON', 'VERB']	['κραζω', 'εν', 'ολος', 'καρδια', 'μου', 'επακουω', 'μου', 'κυριος', 'ο', 'δικαιωμα', 'σου', 'εκζητεω']	['κραζω', 'ολος', 'καρδια', 'επακουω', 'κυριος', 'δικαιωμα', 'εκζητεω']	['δικαιωμα', 'εκζητεω', 'επακουω', 'καρδια', 'κραζω', 'κυριος', 'ολος']	['Moral and Ethical Qualities and Related Behavior', 'Status', 'Communication', 'Quantity', 'Attitudes and Emotions', 'Courts and Legal Procedures', 'Spacial Positions', 'Supernatural Beings and Powers', 'Think', 'Psychological Faculties', 'Learn', 'Possess,Transfer,Exchange', 'Control,Rule', 'Degree', 'Whole,Unite,Part,Divide', 'Sensory Events and States']	['High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Courage,Boldness', 'Judge,Condemn,Acquit', 'To Think,Thought', 'Be Willing To Learn', 'Law,Regulation,Ordinance', 'Among,Between,In,Inside', 'Hear', 'Rule,Govern', 'Whole', 'Sorrow,Regret', 'To Decide,To Conclude', 'Just,Righteous', 'Holy,Pure', 'Try To Learn', 'Speak,Talk', 'All,Any,Each,Every Totality', 'Supernatural Beings', 'Love,Affection,Compassion', 'Accusation', 'Completely,Enough Completive Degree']
Ps_118_146	1	['ἐκέκραξά', 'σε', 'σῶσόν', 'με', 'καὶ', 'ϕυλάξω', 'τὰ', 'μαρτύριά', 'σου']	['VERB', 'PRON', 'VERB', 'PRON', 'CON', 'CON', 'DET', 'NOUN', 'PRON']	['κραζω', 'σε', 'σωζω', 'με', 'και', 'φυλασσω', 'ο', 'μαρτυριον', 'σου']	['κραζω', 'σωζω', 'φυλασσω', 'μαρτυριον']	['κραζω', 'μαρτυριον', 'σωζω', 'φυλασσω']	['Danger,Risk,Safe,Save', 'Communication', 'Be,Become,Exist,Happen', 'Guide,Discipline,Follow', 'Control,Rule', 'Physiological Processes and States']	['Obey,Disobey', 'Witness,Testify', 'Health,Vigor,Strength', 'Guard,Watch Over', 'Speak,Talk', 'Happen', 'Cause To Be Safe,Free from Danger', 'Save in a Religious Sense']
Ps_118_147	1	['προέϕθασα', 'ἐν', 'ἀωρίᾳ', 'καὶ', 'ἐκέκραξα', 'εἰς', 'τοὺς', 'λόγους', 'σου', 'ἐπήλπισα']	['CON', 'PREP', 'NOUN', 'CON', 'VERB', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB']	['προφθανω', 'εν', 'αωρια', 'και', 'κραζω', 'εις', 'ο', 'λογος', 'σου', 'επελπιζω']	['προφθανω', 'αωρια', 'κραζω', 'λογος', 'επελπιζω']	['αωρια', 'επελπιζω', 'κραζω', 'λογος', 'προφθανω']	['Hold a View,Believe,Trust', 'Communication', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Courts and Legal Procedures', 'Time', 'Possess,Transfer,Exchange', 'Think', 'Relations', 'Know']	['Written Language', 'Cause and/or Reason', 'Preach,Proclaim', 'Have an Opinion,Hold a View', 'Hope,Look Forward To', 'Accusation', 'Known the content of knowledge', 'To Think,Thought', 'Keep Records', 'Speak,Talk', 'Happen', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After']
Ps_118_148	1	['προέϕθασαν', 'οἱ', 'ὀϕθαλμοί', 'μου', 'πρὸς', 'ὄρθρον', 'τοῦ', 'μελετᾶν', 'τὰ', 'λόγιά', 'σου']	['CON', 'CON', 'DET', 'PRON', 'PREP', 'NOUN', 'DET', 'VERB', 'DET', 'NOUN', 'PRON']	['προφθανω', 'ο', 'οφθαλμος', 'μου', 'προς', 'ορθρος', 'ο', 'μελεταω', 'ο', 'λογιον', 'σου']	['προφθανω', 'οφθαλμος', 'ορθρος', 'μελεταω', 'λογιον']	['λογιον', 'μελεταω', 'ορθρος', 'οφθαλμος', 'προφθανω']	['Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Communication', 'Understand', 'Time', 'Think', 'Possess,Transfer,Exchange', 'Learn', 'Physiological Processes and States', 'Sensory Events and States', 'Body,Body Parts,and Body Products']	['Continue', 'Capacity for Understanding', 'Parts of the Body', 'Give', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'A Point of Time with Reference to Units of Time: Daybreak,Midday,Midnight,Late', 'Envy,Jealousy', 'To Think,Thought', 'To Intend,To Purpose,To Plan', 'Speak,Talk', 'See', 'Sleep,Waking', 'Be Willing To Learn']
Ps_118_149	1	['τῆς', 'ϕωνῆς', 'μου', 'ἄκουσον', 'κύριε', 'κατὰ', 'τὸ', 'ἔλεός', 'σου', 'κατὰ', 'τὸ', 'κρίμα', 'σου', 'ζῆσόν', 'με']	['DET', 'CON', 'PRON', 'VERB', 'NOUN', 'PREP', 'DET', 'NOUN', 'PRON', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON']	['ο', 'φωνη', 'μου', 'ακουω', 'κυριος', 'κατα', 'ο', 'ελεος', 'σου', 'κατα', 'ο', 'κριμα', 'σου', 'ζαω', 'με']	['φωνη', 'ακουω', 'κυριος', 'ελεος', 'κριμα', 'ζαω']	['ακουω', 'ελεος', 'ζαω', 'κριμα', 'κυριος', 'φωνη']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Status', 'Communication', 'Understand', 'Courts and Legal Procedures', 'Guide,Discipline,Follow', 'Supernatural Beings and Powers', 'Think', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Physical Events and States', 'Sensory Events and States', 'Behavior and Related States']	['To Distinguish,To Evaluate,To Judge', 'High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Lack of Capacity for Understanding', 'Sound', 'Judge,Condemn,Acquit', 'Behavior,Conduct', 'Lawsuit,Case', 'Mercy,Merciless', 'Understand', 'Hear', 'Obey,Disobey', 'Rule,Govern', 'Judicial Hearing,Inquiry', 'Speak,Talk', 'Supernatural Beings', 'Language', 'Live,Die', 'Accept As True', 'Inform,Announce']
Ps_118_150	1	['προσήγγισαν', 'οἱ', 'καταδιώκοντές', 'με', 'ἀνομίᾳ', 'ἀπὸ', 'δὲ', 'τοῦ', 'νόμου', 'σου', 'ἐμακρύνθησαν']	['VERB', 'DET', 'VERB', 'PRON', 'NOUN', 'PREP', 'ADV', 'DET', 'NOUN', 'PRON', 'VERB']	['προσεγγιζω', 'ο', 'καταδιωκω', 'με', 'ανομια', 'απο', 'δε', 'ο', 'νομος', 'σου', 'μακρυνω']	['προσεγγιζω', 'καταδιωκω', 'ανομια', 'νομος', 'μακρυνω']	['ανομια', 'καταδιωκω', 'μακρυνω', 'νομος', 'προσεγγιζω']	['Linear Movement', 'Moral and Ethical Qualities and Related Behavior', 'Learn', 'Communication']	['Written Language', 'Law,Regulation,Ordinance', 'Try To Learn', 'Far', 'Come Near,Approach', 'Act Lawlessly']
Ps_118_151	1	['ἐγγὺς', 'εἶ', 'σύ', 'κύριε', 'καὶ', 'πᾶσαι', 'αἱ', 'ἐντολαί', 'σου', 'ἀλήθεια']	['ADV', 'VERB', 'PRON', 'NOUN', 'CON', 'DET', 'DET', 'NOUN', 'PRON', 'NOUN']	['εγγυς', 'ειμι', 'συ', 'κυριος', 'και', 'πας', 'ο', 'εντολη', 'σου', 'αληθεια']	['εγγυς', 'κυριος', 'πας', 'εντολη', 'αληθεια']	['αληθεια', 'εγγυς', 'εντολη', 'κυριος', 'πας']	['Nature,Class,Example', 'True,False', 'Communication', 'Status', 'Quantity', 'Spacial Positions', 'Supernatural Beings and Powers', 'Time', 'Possess,Transfer,Exchange', 'Real,Unreal', 'Control,Rule', 'Degree', 'Whole,Unite,Part,Divide']	['At,Beside,Near,Far', 'All,Any,Each,Every Totality', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Completely,Enough Completive Degree', 'Have,Possess,Property,Owner', 'Command,Order', 'True,False', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Class,Kind', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Rule,Govern', 'Whole']
Ps_118_152	1	['κατ', 'ἀρχὰς', 'ἔγνων', 'ἐκ', 'τῶν', 'μαρτυρίων', 'σου', 'ὅτι', 'εἰς', 'τὸν', 'αἰῶνα', 'ἐθεμελίωσας', 'αὐτά']	['PREP', 'NOUN', 'VERB', 'PREP', 'DET', 'NOUN', 'PRON', 'CON', 'PREP', 'DET', 'NOUN', 'VERB', 'PRON']	['κατα', 'αρχη', 'γινωσκω', 'εκ', 'ο', 'μαρτυριον', 'σου', 'οτι', 'εις', 'ο', 'αιων', 'θεμελιοω', 'αυτος']	['αρχη', 'γινωσκω', 'μαρτυριον', 'αιων', 'θεμελιοω']	['αιων', 'αρχη', 'γινωσκω', 'θεμελιοω', 'μαρτυριον']	['Aspect', 'Hold a View,Believe,Trust', 'Nature,Class,Example', 'Communication', 'Understand', 'Supernatural Beings and Powers', 'Features of Objects', 'Time', 'Behavior and Related States', 'Control,Rule', 'Learn', 'Physiological Processes and States', 'Constructions', 'Know', 'Relations', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Geographical Objects and Features']	['A Point of Time with Reference to Duration of Time: Beginning,End', 'Learn', 'Supernatural Powers', 'Acknowledge', 'Universe,Creation', 'Know', 'Parts and Areas of Buildings', 'Shapes', 'Witness,Testify', 'Duration of Time with Reference to Some Point of Time: Until,Delay,Still,From', 'Rule,Govern', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Sexual Relations', 'Trust,Rely', 'Basic Principles or Features Defining the Nature of Something', 'Begin,Start', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'Supernatural Beings', 'Cause and/or Reason', 'Particular Patterns of Behavior', 'Come To Understand', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Socio-Religious']
Ps_118_153	1	['κ́', 'ρης']	['ADV', 'PROPN']	['κʹ', 'ρης']	['κʹ', 'ρης']	['κʹ', 'ρης']	['Number', 'Speech and language']	['Written Language', 'Number,Countless']
Ps_118_153	2	['Ιδὲ', 'τὴν', 'ταπείνωσίν', 'μου', 'καὶ', 'ἐξελοῦ', 'με', 'ὅτι', 'τὸν', 'νόμον', 'σου', 'οὐκ', 'ἐπελαθόμην']	['VERB', 'DET', 'NOUN', 'PRON', 'CON', 'VERB', 'PRON', 'CON', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']	['οραω', 'ο', 'ταπεινωσις', 'μου', 'και', 'εξαιρεω', 'με', 'οτι', 'ο', 'νομος', 'σου', 'ου', 'επιλανθανομαι']	['οραω', 'ταπεινωσις', 'εξαιρεω', 'νομος', 'επιλανθανομαι']	['εξαιρεω', 'επιλανθανομαι', 'νομος', 'οραω', 'ταπεινωσις']	['Moral and Ethical Qualities and Related Behavior', 'Case', 'Danger,Risk,Safe,Save', 'Status', 'Communication', 'Be,Become,Exist,Happen', 'Understand', 'Think', 'Memory and Recall', 'Learn', 'Discourse Markers', 'Sensory Events and States', 'Existence in Space', 'Association']	['To Choose,To Select,To Prefer', 'Recalling and Responding with Appropriate Action', 'Written Language', 'Markers of Emphasis', 'Low Status or Rank including persons of low status', 'Not Remembering,Forgetting', 'Visit', 'Humility', 'Law,Regulation,Ordinance', 'Prompters of Attention', 'Experiencer', 'Learn', 'Come To Understand', 'See', 'Happen', 'Cause To Be Safe,Free from Danger', 'Put,Place', 'To Think About,with the Implied Purpose of Responding Appropriately']
Ps_118_154	1	['κρῖνον', 'τὴν', 'κρίσιν', 'μου', 'καὶ', 'λύτρωσαί', 'με', 'διὰ', 'τὸν', 'λόγον', 'σου', 'ζῆσόν', 'με']	['VERB', 'DET', 'NOUN', 'PRON', 'CON', 'VERB', 'PRON', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON']	['κρινω', 'ο', 'κρισις', 'μου', 'και', 'λυτροω', 'με', 'δια', 'ο', 'λογος', 'σου', 'ζαω', 'με']	['κρινω', 'κρισις', 'λυτροω', 'λογος', 'ζαω']	['ζαω', 'κρινω', 'κρισις', 'λογος', 'λυτροω']	['Hold a View,Believe,Trust', 'Punish,Reward', 'Communication', 'Be,Become,Exist,Happen', 'Courts and Legal Procedures', 'Think', 'Possess,Transfer,Exchange', 'Control,Rule', 'Physiological Processes and States', 'Relations', 'Behavior and Related States', 'Know']	['To Distinguish,To Evaluate,To Judge', 'To Choose,To Select,To Prefer', 'Have an Opinion,Hold a View', 'Judge,Condemn,Acquit', 'To Think,Thought', 'Behavior,Conduct', 'Preach,Proclaim', 'Happen', 'Rule,Govern', 'To Decide,To Conclude', 'Written Language', 'Punish', 'Speak,Talk', 'Cause and/or Reason', 'Release,Set Free', 'Live,Die', 'Court of Justice', 'Accusation', 'Known the content of knowledge', 'Keep Records']
Ps_118_155	1	['μακρὰν', 'ἀπὸ', 'ἁμαρτωλῶν', 'σωτηρία', 'ὅτι', 'τὰ', 'δικαιώματά', 'σου', 'οὐκ', 'ἐξεζήτησαν']	['ADV', 'PREP', 'ADJ', 'NOUN', 'CON', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']	['μακραν', 'απο', 'αμαρτωλος', 'σωτηρια', 'οτι', 'ο', 'δικαιωμα', 'σου', 'ου', 'εκζητεω']	['μακραν', 'αμαρτωλος', 'σωτηρια', 'δικαιωμα', 'εκζητεω']	['αμαρτωλος', 'δικαιωμα', 'εκζητεω', 'μακραν', 'σωτηρια']	['Moral and Ethical Qualities and Related Behavior', 'Danger,Risk,Safe,Save', 'Communication', 'Spacial Positions', 'Courts and Legal Procedures', 'Learn']	['Sin,Wrongdoing,Guilt', 'At,Beside,Near,Far', 'Just,Righteous', 'Law,Regulation,Ordinance', 'Accusation', 'Judge,Condemn,Acquit', 'Try To Learn', 'Cause To Be Safe,Free from Danger', 'Save in a Religious Sense']
Ps_118_156	1	['οἱ', 'οἰκτιρμοί', 'σου', 'πολλοί', 'κύριε', 'κατὰ', 'τὸ', 'κρίμα', 'σου', 'ζῆσόν', 'με']	['DET', 'NOUN', 'PRON', 'ADJ', 'NOUN', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON']	['ο', 'οικτιρμος', 'σου', 'πολυς', 'κυριος', 'κατα', 'ο', 'κριμα', 'σου', 'ζαω', 'με']	['οικτιρμος', 'πολυς', 'κυριος', 'κριμα', 'ζαω']	['ζαω', 'κριμα', 'κυριος', 'οικτιρμος', 'πολυς']	['Moral and Ethical Qualities and Related Behavior', 'Status', 'Quantity', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Time', 'Think', 'Possess,Transfer,Exchange', 'Control,Rule', 'Proper,Improper', 'Physiological Processes and States', 'Degree', 'Behavior and Related States']	['Much,Little Masses,Collectives,Extensions', 'To Distinguish,To Evaluate,To Judge', 'Behavior,Conduct', 'Lawsuit,Case', 'Supernatural Beings', 'High Status or Rank including persons of high status', 'Mercy,Merciless', 'Have,Possess,Property,Owner', 'Many,Few Countables', 'Much,Little Positive-Negative Degree', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Live,Die', 'More Than,Less Than Comparative Degree', 'Judge,Condemn,Acquit', 'Rule,Govern']
Ps_118_157	1	['πολλοὶ', 'οἱ', 'ἐκδιώκοντές', 'με', 'καὶ', 'ἐκθλίβοντές', 'με', 'ἐκ', 'τῶν', 'μαρτυρίων', 'σου', 'οὐκ', 'ἐξέκλινα']	['ADJ', 'DET', 'VERB', 'PRON', 'CON', 'VERB', 'PRON', 'PREP', 'DET', 'NOUN', 'PRON', 'ADV', 'VERB']	['πολυς', 'ο', 'εκδιωκω', 'με', 'και', 'εκθλιβω', 'με', 'εκ', 'ο', 'μαρτυριον', 'σου', 'ου', 'εκκλινω']	['πολυς', 'εκδιωκω', 'εκθλιβω', 'μαρτυριον', 'εκκλινω']	['εκδιωκω', 'εκθλιβω', 'εκκλινω', 'μαρτυριον', 'πολυς']	['Hold a View,Believe,Trust', 'Aspect', 'Degree', 'Hostility,Strife', 'Communication', 'Quantity', 'Time', 'Proper,Improper', 'Physical Events and States', 'Linear Movement', 'Association']	['Much,Little Masses,Collectives,Extensions', 'Much,Little Positive-Negative Degree', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Press', 'Limit or Avoid Association', 'Many,Few Countables', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Trust,Rely', 'Witness,Testify', 'Cease,Stop', 'More Than,Less Than Comparative Degree', 'Persecution', 'Pursue,Follow', 'Separate']
Ps_118_158	1	['εἶδον', 'ἀσυνθετοῦντας', 'καὶ', 'ἐξετηκόμην', 'ὅτι', 'τὰ', 'λόγιά', 'σου', 'οὐκ', 'ἐϕυλάξαντο']	['VERB', 'VERB', 'CON', 'VERB', 'CON', 'DET', 'NOUN', 'PRON', 'ADV', 'CON']	['οραω', 'ασυνθετεω', 'και', 'εκτηκω', 'οτι', 'ο', 'λογιον', 'σου', 'ου', 'φυλασσω']	['οραω', 'ασυνθετεω', 'εκτηκω', 'λογιον', 'φυλασσω']	['ασυνθετεω', 'εκτηκω', 'λογιον', 'οραω', 'φυλασσω']	['Case', 'Communication', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Understand', 'Guide,Discipline,Follow', 'Think', 'Learn', 'Discourse Markers', 'Control,Rule', 'Physical Events and States', 'Sensory Events and States', 'Association']	['Events Involving Liquids and Dry Masses', 'Obey,Disobey', 'Markers of Emphasis', 'Visit', 'To Think About,with the Implied Purpose of Responding Appropriately', 'Prompters of Attention', 'Experiencer', 'Learn', 'Come To Understand', 'Guard,Watch Over', 'Speak,Talk', 'See', 'Happen', 'Promise', 'Solid,Liquid']
Ps_118_159	1	['ἰδὲ', 'ὅτι', 'τὰς', 'ἐντολάς', 'σου', 'ἠγάπησα', 'κύριε', 'ἐν', 'τῷ', 'ἐλέει', 'σου', 'ζῆσόν', 'με']	['VERB', 'CON', 'DET', 'NOUN', 'PRON', 'VERB', 'NOUN', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'PRON']	['οραω', 'οτι', 'ο', 'εντολη', 'σου', 'αγαπαω', 'κυριος', 'εν', 'ο', 'ελεος', 'σου', 'ζαω', 'με']	['οραω', 'εντολη', 'αγαπαω', 'κυριος', 'ελεος', 'ζαω']	['αγαπαω', 'ελεος', 'εντολη', 'ζαω', 'κυριος', 'οραω']	['Moral and Ethical Qualities and Related Behavior', 'Case', 'Status', 'Communication', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Understand', 'Supernatural Beings and Powers', 'Possess,Transfer,Exchange', 'Think', 'Control,Rule', 'Learn', 'Physiological Processes and States', 'Discourse Markers', 'Sensory Events and States', 'Behavior and Related States', 'Association']	['High Status or Rank including persons of high status', 'Have,Possess,Property,Owner', 'Learn', 'Visit', 'Behavior,Conduct', 'Mercy,Merciless', 'Enjoy,Take Pleasure In,Be Fond of Doing', 'See', 'Happen', 'Rule,Govern', 'To Think About,with the Implied Purpose of Responding Appropriately', 'Command,Order', 'Prompters of Attention', 'Supernatural Beings', 'Markers of Emphasis', 'Live,Die', 'Love,Affection,Compassion', 'Experiencer', 'Come To Understand']
Ps_118_160	1	['ἀρχὴ', 'τῶν', 'λόγων', 'σου', 'ἀλήθεια', 'καὶ', 'εἰς', 'τὸν', 'αἰῶνα', 'πάντα', 'τὰ', 'κρίματα', 'τῆς', 'δικαιοσύνης', 'σου']	['NOUN', 'DET', 'NOUN', 'PRON', 'NOUN', 'CON', 'PREP', 'DET', 'NOUN', 'DET', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON']	['αρχη', 'ο', 'λογος', 'σου', 'αληθεια', 'και', 'εις', 'ο', 'αιων', 'πας', 'ο', 'κριμα', 'ο', 'δικαιοσυνη', 'σου']	['αρχη', 'λογος', 'αληθεια', 'αιων', 'πας', 'κριμα', 'δικαιοσυνη']	['αιων', 'αληθεια', 'αρχη', 'δικαιοσυνη', 'κριμα', 'λογος', 'πας']	['Nature,Class,Example', 'True,False', 'Quantity', 'Courts and Legal Procedures', 'Relations', 'Geographical Objects and Features', 'Know', 'Hold a View,Believe,Trust', 'Communication', 'Features of Objects', 'Time', 'Possess,Transfer,Exchange', 'Degree', 'Religious Activities', 'Be,Become,Exist,Happen', 'Supernatural Beings and Powers', 'Think', 'Whole,Unite,Part,Divide', 'Groups and Classes of Persons and Members of Such Groups and Classes', 'Aspect', 'Moral and Ethical Qualities and Related Behavior', 'Real,Unreal', 'Control,Rule', 'Behavior and Related States', 'Association']	['To Distinguish,To Evaluate,To Judge', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'True,False', 'A Point of Time with Reference to Duration of Time: Beginning,End', 'Have an Opinion,Hold a View', 'Judge,Condemn,Acquit', 'To Think,Thought', 'Supernatural Powers', 'Universe,Creation', 'Establish or Confirm a Relation', 'Lawsuit,Case', 'Shapes', 'Preach,Proclaim', 'Duration of Time with Reference to Some Point of Time: Until,Delay,Still,From', 'Religious Practice', 'Class,Kind', 'Happen', 'Rule,Govern', 'Whole', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Written Language', 'Just,Righteous', 'Basic Principles or Features Defining the Nature of Something', 'Speak,Talk', 'Begin,Start', 'A Point of Time with Reference to Other Points of Time: Before,Long Ago,Now,At the Same Time,When,About,After', 'All,Any,Each,Every Totality', 'Supernatural Beings', 'Cause and/or Reason', 'Give', 'Particular Patterns of Behavior', 'Known the content of knowledge', 'Accusation', 'Keep Records', 'Indefinite Units of Time: Age,Lifetime,Interval,Period', 'Completely,Enough Completive Degree', 'Socio-Religious']
Ps_118_161	1	['κά', 'σεν']	['ADV', 'VERB']	['καʹ', 'σεν']	['καʹ', 'σεν']	['καʹ', 'σεν']	['Number', 'Speech and language']	['Written Language', 'Number,Countless']
Ps_118_161	2	['῎Αρχοντες', 'κατεδίωξάν', 'με', 'δωρεάν', 'καὶ', 'ἀπὸ', 'τῶν', 'λόγων', 'σου', 'ἐδειλίασεν', 'ἡ', 'καρδία', 'μου']	['VERB', 'VERB', 'PRON', 'ADV', 'CON', 'PREP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON']	['αρχων', 'καταδιωκω', 'με', 'δωρεαν', 'και', 'απο', 'ο', 'λογος', 'σου', 'δειλιαω', 'ο', 'καρδια', 'μου']	['αρχων', 'καταδιωκω', 'δωρεαν', 'λογος', 'δειλιαω', 'καρδια']	['αρχων', 'δειλιαω', 'δωρεαν', 'καρδια', 'καταδιωκω', 'λογος']	['Hold a View,Believe,Trust', 'Moral and Ethical Qualities and Related Behavior', 'Communication', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Courts and Legal Procedures', 'Supernatural Beings and Powers', 'Spacial Positions', 'Possess,Transfer,Exchange', 'Think', 'Control,Rule', 'Learn', 'Relations', 'Psychological Faculties', 'Know']	['Have an Opinion,Hold a View', 'Purpose', 'Courage,Boldness', 'Judge,Condemn,Acquit', 'To Think,Thought', 'Supernatural Powers', 'Be Willing To Learn', 'Preach,Proclaim', 'Among,Between,In,Inside', 'Happen', 'Rule,Govern', 'Sorrow,Regret', 'To Decide,To Conclude', 'Written Language', 'Holy,Pure', 'Try To Learn', 'Speak,Talk', 'Fear,Terror,Alarm', 'Cause and/or Reason', 'Give', 'Love,Affection,Compassion', 'Known the content of knowledge', 'Accusation', 'Keep Records']
Ps_118_162	1	['ἀγαλλιάσομαι', 'ἐγὼ', 'ἐπὶ', 'τὰ', 'λόγιά', 'σου', 'ὡς', 'ὁ', 'εὑρίσκων', 'σκῦλα', 'πολλά']	['VERB', 'PRON', 'PREP', 'DET', 'NOUN', 'PRON', 'ADV', 'DET', 'VERB', 'NOUN', 'ADJ']	['αγαλλιαω', 'εγω', 'επι', 'ο', 'λογιον', 'σου', 'ως', 'ο', 'ευρισκω', 'σκυλον', 'πολυς']	['αγαλλιαω', 'λογιον', 'ευρισκω', 'σκυλον', 'πολυς']	['αγαλλιαω', 'ευρισκω', 'λογιον', 'πολυς', 'σκυλον']	['Case', 'Communication', 'Be,Become,Exist,Happen', 'Attitudes and Emotions', 'Quantity', 'Time', 'Possess,Transfer,Exchange', 'Learn', 'Proper,Improper', 'Degree']	['Much,Little Masses,Collectives,Extensions', 'Much,Little Positive-Negative Degree', 'Duration of Time without Reference to Points or Units of Time: Time,Spend Time,Always,Eternal,Old,Immediately,Young', 'Happy,Glad,Joyful', 'Many,Few Countables', 'A Point of Time without Reference to Other Points of Time: Time,Occasion,Ever,Often', 'Learn the Location of Something', 'Steal,Rob', 'State', 'More Than,Less Than Comparative Degree', 'Experiencer', 'Learn', 'Speak,Talk']
