Ps	Verse	Part	Text	Trad
118	164		ἑπτάκις τῆς ἡμέρας ᾔνεσά σοι ἐπὶ τὰ κρίματα τῆς δικαιοσύνης σου.	Sept fois le jour je t'ai loué, à cause des jugements de ta justice.
118	165		εἰρήνη πολλὴ τοῖς ἀγαπῶσιν τὸν νόμον σου, καὶ οὐκ ἔστιν αὐτοῖς σκάνδαλον.	Ceux qui aiment ta loi jouissent d'une paix profonde, et il n'est point pour eux de scandale.
118	166		προσεδόκων τὸ σωτήριόν σου, κύριε, καὶ τὰς ἐντολάς σου ἠγάπησα.	J'ai attendu ton salut, Seigneur, et j'ai aimé tes commandements.
118	167		ἐϕύλαξεν ἡ ψυχή μου τὰ μαρτύριά σου καὶ ἠγάπησεν αὐτὰ σϕόδρα.	Mon âme a gardé tes témoignages ; elle les a vivement aimés.
118	168		ἐϕύλαξα τὰς ἐντολάς σου καὶ τὰ μαρτύριά σου, ὅτι πᾶσαι αἱ ὁδοί μου ἐναντίον σου, κύριε.	J'ai gardé tes commandements et tes témoignages, parce que toutes mes voies sont en ta présence. Seigneur.
118	169	a	κβ́ θαυ. 	
118	169	b	’Εγγισάτω ἡ δέησίς μου ἐνώπιόν σου, κύριε· κατὰ τὸ λόγιόν σου συνέτισόν με.	Que ma prière. Seigneur, arrive jusqu'à toi ; donne-moi l'intelligence selon ta parole.
118	170		εἰσέλθοι τὸ ἀξίωμά μου ἐνώπιόν σου· κατὰ τὸ λόγιόν σου ῥῦσαί με.	Que ma demande. Seigneur, arrive jusqu'à toi ; délivre-moi selon ta parole.
118	171		ἐξερεύξαιντο τὰ χείλη μου ὕμνον, ὅταν διδάξῃς με τὰ δικαιώματά σου.	Que mes lèvres chantent un hymne, quand tu m'auras enseigné tes préceptes.
118	172		ϕθέγξαιτο ἡ γλῶσσά μου τὸ λόγιόν σου, ὅτι πᾶσαι αἱ ἐντολαί σου δικαιοσύνη.	Que ma langue publie tes promesses, parce que tous tes commandements sont la justice.
118	173		γενέσθω ἡ χείρ σου τοῦ σῶσαί με, ὅτι τὰς ἐντολάς σου ᾑρετισάμην.	Que ta main se prête à me sauver, parce que j'ai choisi ta loi.
118	174		ἐπεπόθησα τὸ σωτήριόν σου, κύριε, καὶ ὁ νόμος σου μελέτη μού ἐστιν.	J'ai désiré ton salut. Seigneur, et ta loi est l'objet de ma méditation.
118	175		ζήσεται ἡ ψυχή μου καὶ αἰνέσει σε, καὶ τὰ κρίματά σου βοηθήσει μοι.	Mon âme vivra et te louera, et tes jugements seront mon soutien.
118	176		ἐπλανήθην ὡς πρόβατον ἀπολωλός· ζήτησον τὸν δοῦλόν σου, ὅτι τὰς ἐντολάς σου οὐκ ἐπελαθόμην.	J'ai été errant comme une brebis égarée ; cherche ton serviteur, parce que je n'ai point oublié ta loi.
119	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
119	1	b	Πρὸς κύριον ἐν τῷ θλίβεσθαί με ἐκέκραξα, καὶ εἰσήκουσέν μου.	Dans ma tribulation, j'ai crié vers le Seigneur, et il m'a exaucé.
119	2		κύριε, ῥῦσαι τὴν ψυχήν μου ἀπὸ χειλέων ἀδίκων καὶ ἀπὸ γλώσσης δολίας.	Seigneur, délivre mon âme des lèvres injustes et des langues trompeuses.
119	3		τί δοθείη σοι καὶ τί προστεθείη σοι πρὸς γλῶσσαν δολίαν;	Que te revient-il, et quel profit as-tu retiré de ta langue trompeuse ?
119	4		τὰ βέλη τοῦ δυνατοῦ ἠκονημένα σὺν τοῖς ἄνθραξιν τοῖς ἐρημικοῖς.	Les flèches des puissants sont aiguës comme des charbons d'épines.
119	5		οἴμμοι, ὅτι ἡ παροικία μου ἐμακρύνθη, κατεσκήνωσα μετὰ τῶν σκηνωμάτων Κηδαρ.	Hélas ! que mon pèlerinage est long ! j'ai habité sous les tentes de Cédar.
119	6		πολλὰ παρῴκησεν ἡ ψυχή μου.	Mon âme a été longtemps en pèlerinage.
119	7	a	μετὰ τῶν μισούντων τὴν εἰρήνην ἤμην εἰρηνικός· ὅταν ἐλάλουν αὐτοῖς, ἐπολέμουν με δωρεάν.	 avec les ennemis de ma paix ; J'ai été pacifiquesitôt que je leur parlais, ils m'attaquaient sans motif.
120	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
120	1	b	῏Ηρα τοὺς ὀϕθαλμούς μου εἰς τὰ ὄρη Πόθεν ἥξει ἡ βοήθειά μου;	J'ai levé les yeux vers les montagnes, d'où me viendra mon secours.
120	2		ἡ βοήθειά μου παρὰ κυρίου τοῦ ποιήσαντος τὸν οὐρανὸν καὶ τὴν γῆν.	Le secours me viendra du Seigneur, qui a créé le ciel et la terre.
120	3		μὴ δῷς εἰς σάλον τὸν πόδα σου, μηδὲ νυστάξῃ ὁ ϕυλάσσων σε.	Il ne fera point trébucher ton pied ; celui qui te garde ne s'endormira pas.
120	4		ἰδοὺ οὐ νυστάξει οὐδὲ ὑπνώσει ὁ ϕυλάσσων τὸν Ισραηλ.	Il ne sommeillera pas, il ne s'endormira point celui qui garde Israël.
120	5		κύριος ϕυλάξει σε, κύριος σκέπη σου ἐπὶ χεῖρα δεξιάν σου·	Le Seigneur te gardera, le Seigneur sera ton abri ; sur toi il étendra sa maison.
120	6		ἡμέρας ὁ ἥλιος οὐ συγκαύσει σε οὐδὲ ἡ σελήνη τὴν νύκτα.	Le soleil ne te brûlera point pendant le jour, ni la lune pendant la nuit.
120	7	a	κύριος ϕυλάξει σε ἀπὸ παντὸς κακοῦ, ϕυλάξει τὴν ψυχήν σου.	Le Seigneur te préservera de tout mal ; le Seigneur gardera ton âme.
120	8		κύριος ϕυλάξει τὴν εἴσοδόν σου καὶ τὴν ἔξοδόν σου ἀπὸ τοῦ νῦν καὶ ἕως τοῦ αἰῶνος.	Le Seigneur te gardera, que tu entres ou que tu sortes, dès maintenant et dans les siècles des siècles.
121	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
121	1	c	Εὐϕράνθην ἐπὶ τοῖς εἰρηκόσιν μοι Εἰς οἶκον κυρίου πορευσόμεθα.	Je me suis réjoui quand ils m'ont dit : Entrons dans la maison du Seigneur.
121	2		ἑστῶτες ἦσαν οἱ πόδες ἡμῶν ἐν ταῖς αὐλαῖς σου, Ιερουσαλημ.	Nos pieds étaient fermes jadis en tes parvis, ô Jérusalem.
121	3		Ιερουσαλημ οἰκοδομουμένη ὡς πόλις ἧς ἡ μετοχὴ αὐτῆς ἐπὶ τὸ αὐτό.	Jérusalem est bâtie comme une ville dont toutes les parties sont parfaitement unies.
121	4		ἐκεῖ γὰρ ἀνέβησαν αἱ ϕυλαί, ϕυλαὶ κυρίου μαρτύριον τῷ Ισραηλ τοῦ ἐξομολογήσασθαι τῷ ὀνόματι κυρίου·	Car c'est là que montaient les tribus, les tribus du Seigneur, selon l'ordre donné à Israël, pour rendre gloire au nom du Seigneur.
121	5		ὅτι ἐκεῖ ἐκάθισαν θρόνοι εἰς κρίσιν, θρόνοι ἐπὶ οἶκον Δαυιδ.	Là étaient établis des trônes pour le jugement, des trônes pour la maison de David.
121	6		ἐρωτήσατε δὴ τὰ εἰς εἰρήνην τὴν Ιερουσαλημ, καὶ εὐθηνία τοῖς ἀγαπῶσίν σε·	Priez pour la paix de Jérusalem, et la prospérité de ceux qui t'aiment, ô cité sainte !
121	7		γενέσθω δὴ εἰρήνη ἐν τῇ δυνάμει σου καὶ εὐθηνία ἐν ταῖς πυργοβάρεσίν σου.	Que la paix règne dans ta force, et l'abondance dans tes tours.
121	8		ἕνεκα τῶν ἀδελϕῶν μου καὶ τῶν πλησίον μου ἐλάλουν δὴ εἰρήνην περὶ σοῦ·	J'ai désiré pour toi la paix, à cause de mes frères et de mes proches.
121	9		ἕνεκα τοῦ οἴκου κυρίου τοῦ θεοῦ ἡμῶν ἐξεζήτησα ἀγαθά σοι.	J'ai cherché ce qui t'est bon, à cause de la maison du Seigneur notre Dieu.
122	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
122	1	b	Πρὸς σὲ ἦρα τοὺς ὀϕθαλμούς μου τὸν κατοικοῦντα ἐν τῷ οὐρανῷ.	J'ai levé mes yeux vers toi, qui demeures au ciel.
122	2	a	ἰδοὺ ὡς ὀϕθαλμοὶ δούλων εἰς χεῖρας τῶν κυρίων αὐτῶν, 	Comme les yeux des serviteurs sont sur les mains de leurs maîtres, 
122	2	b	ὡς ὀϕθαλμοὶ παιδίσκης εἰς χεῖρας τῆς κυρίας αὐτῆς, 	et les yeux des servantes sur les mains de la maîtresse ; voilà qu'ainsi nos yeux seront sur le Seigneur notre Dieu, jusqu'à ce qu'il nous fasse miséricorde.
122	2	c	οὕτως οἱ ὀϕθαλμοὶ ἡμῶν πρὸς κύριον τὸν θεὸν ἡμῶν, ἕως οὗ οἰκτιρήσαι ἡμᾶς.	et les yeux des servantes sur les mains de la maîtresse ; voilà qu'ainsi nos yeux seront sur le Seigneur notre Dieu, jusqu'à ce qu'il nous fasse miséricorde.
122	3		ἐλέησον ἡμᾶς, κύριε, ἐλέησον ἡμᾶς, ὅτι ἐπὶ πολὺ ἐπλήσθημεν ἐξουδενώσεως,	Aie pitié de nous, Seigneur, aie pitié de nous, parce que nous sommes accablés sous les mépris.
122	4		ἐπὶ πλεῖον ἐπλήσθη ἡ ψυχὴ ἡμῶν. τὸ ὄνειδος τοῖς εὐθηνοῦσιν, καὶ ἡ ἐξουδένωσις τοῖς ὑπερηϕάνοις.	Notre âme en est pleine, et déborde : que l'opprobre soit pour les riches, et le mépris pour les superbes !
123	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. Εἰ μὴ ὅτι κύριος ἦν ἐν ἡμῖν, εἰπάτω δὴ Ισραηλ,	Cantique des degrés.
123	2	a	εἰ μὴ ὅτι κύριος ἦν ἐν ἡμῖν ἐν τῷ ἐπαναστῆναι ἀνθρώπους ἐϕ’ ἡμᾶς,	Si le Seigneur n'avait été avec nous, qu'Israël dise :Si le Seigneur n'avait été avec nous,
123	3	a	ἄρα ζῶντας ἂν κατέπιον ἡμᾶς ἐν τῷ ὀργισθῆναι τὸν θυμὸν αὐτῶν ἐϕ’ ἡμᾶς·	 lorsque des hommes se sont levés contre nous,Peut-être nous auraient-ils dévorés tout vivants. 
123	4	a	ἄρα τὸ ὕδωρ κατεπόντισεν ἡμᾶς, χείμαρρον διῆλθεν ἡ ψυχὴ ἡμῶν·	Quand leur fureur a éclaté contre nous,Peut-être leurs flots nous auraient-ils submergés.Ce torrent, notre âme l'a traversé ;
123	5		ἄρα διῆλθεν ἡ ψυχὴ ἡμῶν τὸ ὕδωρ τὸ ἀνυπόστατον.	 notre âme a traversé cet abîme sans fond.
123	6		εὐλογητὸς κύριος, ὃς οὐκ ἔδωκεν ἡμᾶς εἰς θήραν τοῖς ὀδοῦσιν αὐτῶν.	Béni soit le Seigneur, qui ne nous a point livrés à leurs dents comme une proie.
123	7		ἡ ψυχὴ ἡμῶν ὡς στρουθίον ἐρρύσθη ἐκ τῆς παγίδος τῶν θηρευόντων· ἡ παγὶς συνετρίβη, καὶ ἡμεῖς ἐρρύσθημεν.	Notre âme s'est échappée comme un passereau du filet des chasseurs ; le filet a été rompu, et nous avons été délivrés.
123	8		ἡ βοήθεια ἡμῶν ἐν ὀνόματι κυρίου τοῦ ποιήσαντος τὸν οὐρανὸν καὶ τὴν γῆν.	Notre secours est dans le nom du Seigneur, qui a créé le ciel et la terre.
124	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
124	1	b	Οἱ πεποιθότες ἐπὶ κύριον ὡς ὄρος Σιων· οὐ σαλευθήσεται  εἰς τὸν αἰῶνα ὁ κατοικῶν Ιερουσαλημ.	Ceux qui ont foi dans le Seigneur sont comme la montagne de Sion. Il ne sera point ébranlé dans les siècles des siècles, celui qui habite en Jérusalem.
124	2	a	ὄρη κύκλῳ αὐτῆς, καὶ κύριος κύκλῳ τοῦ λαοῦ αὐτοῦ ἀπὸ τοῦ νῦν καὶ ἕως τοῦ αἰῶνος.	Des montagnes sont alentour, et le Seigneur à l'entour de son peuple, maintenant et dans les siècles des siècles.
124	3	a	ὅτι οὐκ ἀϕήσει τὴν ῥάβδον τῶν ἁμαρτωλῶν ἐπὶ τὸν κλῆρον τῶν δικαίων, 	Le Seigneur ne permettra pas que la verge des pécheurs soit toujours sur l'héritage des justes, de peur que les justes n'étendent leurs mains à l'iniquité.
124	3	b	ὅπως ἂν μὴ ἐκτείνωσιν οἱ δίκαιοι ἐν ἀνομίᾳ χεῖρας αὐτῶν.	Le Seigneur ne permettra pas que la verge des pécheurs soit toujours sur l'héritage des justes, de peur que les justes n'étendent leurs mains à l'iniquité.
124	4		ἀγάθυνον, κύριε, τοῖς ἀγαθοῖς καὶ τοῖς εὐθέσι τῇ καρδίᾳ·	Seigneur : bénis les bons et ceux qui ont le cœur droit.
124	5		τοὺς δὲ ἐκκλίνοντας εἰς τὰς στραγγαλιὰς ἀπάξει κύριος μετὰ τῶν ἐργαζομένων τὴν ἀνομίαν. εἰρήνη ἐπὶ τὸν Ισραηλ.	Ceux qui vont dans les sentiers détournés, le Seigneur les conduira parmi les ouvriers d'iniquité : paix sur Israël !
125	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	En Jérusalem. 
125	1	b	’Εν τῷ ἐπιστρέψαι κύριον τὴν αἰχμαλωσίαν Σιων ἐγενήθημεν ὡς παρακεκλημένοι.	Quand le Seigneur ramena les captifs de Sion, nous fûmes comblés de consolations.
125	2	a	τότε ἐπλήσθη χαρᾶς τὸ στόμα ἡμῶν καὶ ἡ γλῶσσα ἡμῶν ἀγαλλιάσεως. 	Alors notre bouche fut remplie de joie, et notre langue d'allégresse ; 
125	2	b	τότε ἐροῦσιν ἐν τοῖς ἔθνεσιν ’Εμεγάλυνεν κύριος τοῦ ποιῆσαι μετ’ αὐτῶν.	alors les Gentils dirent entre eux : Pour eux le Seigneur a fait de grandes choses.
125	3		ἐμεγάλυνεν κύριος τοῦ ποιῆσαι μεθ’ ἡμῶν, ἐγενήθημεν εὐϕραινόμενοι.	Le Seigneur a fait de grandes choses pour nous, et nous en avons été dans la joie.
125	4		ἐπίστρεψον, κύριε, τὴν αἰχμαλωσίαν ἡμῶν ὡς χειμάρρους ἐν τῷ νότῳ.	Seigneur, ramène nos captifs comme les torrents du Midi.
125	5		οἱ σπείροντες ἐν δάκρυσιν ἐν ἀγαλλιάσει θεριοῦσιν.	Ceux qui sèment dans les larmes récolteront dans l'allégresse.
125	6	a	πορευόμενοι ἐπορεύοντο καὶ ἔκλαιον αἴροντες τὰ σπέρματα αὐτῶν· 	Ils allaient, ils allaient pleurant, jetant leur semence : 
125	6	b	ἐρχόμενοι δὲ ἥξουσιν ἐν ἀγαλλιάσει αἴροντες τὰ δράγματα αὐτῶν.	ils reviendront dans l'allégresse, apportant leurs gerbes.
126	1	a	’Ωιδὴ τῶν ἀναβαθμῶν· τῷ Σαλωμων. 	En Jérusalem. 
126	1	b	’Εὰν μὴ κύριος οἰκοδομήσῃ οἶκον, εἰς μάτην ἐκοπίασαν οἱ οἰκοδομοῦντες αὐτόν· 	 Si le Seigneur n'édifie la maison, ceux qui l'édifient travaillent en vain. 
126	1	c	ἐὰν μὴ κύριος ϕυλάξῃ πόλιν, εἰς μάτην ἠγρύπνησεν ὁ ϕυλάσσων.	Si le Seigneur ne garde la ville, celui qui la garde veille en vain.
126	2	a	εἰς μάτην ὑμῖν ἐστιν τοῦ ὀρθρίζειν, ἐγείρεσθαι μετὰ τὸ καθῆσθαι, 	En vain vous vous levez dès l'aurore : Levez-vous après le repos, vous qui mangez le pain de la douleur, 
126	2	b	οἱ ἔσθοντες ἄρτον ὀδύνης, ὅταν δῷ τοῖς ἀγαπητοῖς αὐτοῦ ὕπνον.	quand le Seigneur aura donné le sommeil à ses bien-aimés.
126	3		ἰδοὺ ἡ κληρονομία κυρίου υἱοί, ὁ μισθὸς τοῦ καρποῦ τῆς γαστρός.	Voilà l'héritage du Seigneur : des enfants, récompense du labeur des entrailles.
126	4		ὡσεὶ βέλη ἐν χειρὶ δυνατοῦ, οὕτως οἱ υἱοὶ τῶν ἐκτετιναγμένων.	Telles sont des flèches dans la main des puissants ; tels des fils pour ceux qui ont été ébranlés.
126	5	a	μακάριος ἄνθρωπος, ὃς πληρώσει τὴν ἐπιθυμίαν αὐτοῦ ἐξ αὐτῶν· 	Heureux celui qui, par eux, remplira ses désirs : ils ne seront point confondus quand ils parleront à leurs ennemis aux portes de la ville.
126	5	b	οὐ καταισχυνθήσονται, ὅταν λαλῶσι τοῖς ἐχθροῖς αὐτῶν ἐν πύλῃ.	Heureux celui qui, par eux, remplira ses désirs : ils ne seront point confondus quand ils parleront à leurs ennemis aux portes de la ville.
127	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	En Jérusalem. 
127	1	b	Μακάριοι πάντες οἱ ϕοβούμενοι τὸν κύριον οἱ πορευόμενοι ἐν ταῖς ὁδοῖς αὐτοῦ.	 Heureux tous ceux qui craignent le Seigneur et qui cheminent en ses voies.
127	2		τοὺς πόνους τῶν καρπῶν σου ϕάγεσαι· μακάριος εἶ, καὶ καλῶς σοι ἔσται.	Tu mangeras le fruit des labeurs de tes mains ; tu es heureux, et tu prospéreras.
127	3	a	ἡ γυνή σου ὡς ἄμπελος εὐθηνοῦσα ἐν τοῖς κλίτεσι τῆς οἰκίας σου· 	Ta femme sera comme une vigne féconde dans l'enceinte de ta maison ; 
127	3	b	οἱ υἱοί σου ὡς νεόϕυτα ἐλαιῶν κύκλῳ τῆς τραπέζης σου.	et tes enfants autour de ta table seront comme de jeunes plants d'olivier.
127	4		ἰδοὺ οὕτως εὐλογηθήσεται ἄνθρωπος ὁ ϕοβούμενος τὸν κύριον.	Voilà comme sera béni l'homme qui craint le Seigneur.
127	5		εὐλογήσαι σε κύριος ἐκ Σιων, καὶ ἴδοις τὰ ἀγαθὰ Ιερουσαλημ πάσας τὰς ἡμέρας τῆς ζωῆς σου·	Que le Seigneur du haut de Sion te bénisse ; et que tu voies les biens de Jérusalem, tous les jours de ta vie.
127	6		καὶ ἴδοις υἱοὺς τῶν υἱῶν σου. εἰρήνη ἐπὶ τὸν Ισραηλ.	Et que tu voies les fils de tes fils : paix sur Israël !
128	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	En Jérusalem. 
128	1	b	Πλεονάκις ἐπολέμησάν με ἐκ νεότητός μου, εἰπάτω δὴ Ισραηλ,	Souvent ils m'ont attaqué dès ma jeunesse ; que maintenant Israël dise :
128	2		πλεονάκις ἐπολέμησάν με ἐκ νεότητός μου, καὶ γὰρ οὐκ ἠδυνήθησάν μοι.	Souvent ils m'ont attaqué dès ma jeunesse, et ils n'ont rien pu sur moi.
128	3		ἐπὶ τοῦ νώτου μου ἐτέκταινον οἱ ἁμαρτωλοί, ἐμάκρυναν τὴν ἀνομίαν αὐτῶν·	Les pécheurs ont frappé sur mon dos ; ils ont prolongé leur iniquité.
128	4		κύριος δίκαιος συνέκοψεν αὐχένας ἁμαρτωλῶν.	Le Seigneur en sa justice a brisé le cou des pécheurs.
128	5		αἰσχυνθήτωσαν καὶ ἀποστραϕήτωσαν εἰς τὰ ὀπίσω πάντες οἱ μισοῦντες Σιων.	Qu'ils soient confondus et mis en fuite, tous ceux qui haïssent Sion.
128	6		γενηθήτωσαν ὡς χόρτος δωμάτων, ὃς πρὸ τοῦ ἐκσπασθῆναι ἐξηράνθη·	Qu'ils deviennent comme l'herbe des toits, qui sèche avant d'être arrachée,
128	7		οὗ οὐκ ἐπλήρωσεν τὴν χεῖρα αὐτοῦ ὁ θερίζων καὶ τὸν κόλπον αὐτοῦ ὁ τὰ δράγματα συλλέγων,	Et qui ne remplit ni la main du faucheur ni le sein du botteleur.
128	8		καὶ οὐκ εἶπαν οἱ παράγοντες Εὐλογία κυρίου ἐϕ’ ὑμᾶς, εὐλογήκαμεν ὑμᾶς ἐν ὀνόματι κυρίου.	Sur eux les passants n'ont point dit : Que la bénédiction du Seigneur soit avec tous ; nous vous bénissons au nom du Seigneur.
129	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. ’Εκ βαθέων ἐκέκραξά σε, κύριε·	En Jérusalem. Des profondeurs de l'abîme, j'ai crié vers toi, Seigneur.
129	2		κύριε, εἰσάκουσον τῆς ϕωνῆς μου· γενηθήτω τὰ ὦτά σου προσέχοντα εἰς τὴν ϕωνὴν τῆς δεήσεώς μου.	Seigneur, écoute ma voix ; que ton oreille soit attentive à la voix de ma prière.
129	3-4		ἐὰν ἀνομίας παρατηρήσῃ, κύριε, κύριε, τίς ὑποστήσεται;ὅτι παρὰ σοὶ ὁ ἱλασμός ἐστιν.	Si tu regardes nos iniquités, Seigneur, Seigneur, qui soutiendra ton regard ? Car la miséricorde est en toi ;
129	5	b	ἕνεκεν τοῦ νόμου σου ὑπέμεινά σε, κύριε, ὑπέμεινεν ἡ ψυχή μου εἰς τὸν λόγον σου.	 à cause de ton nom, je t'ai attendu, Seigneur. Mon âme a mis son attente en ta parole.
129	6	a	ἤλπισεν ἡ ψυχή μου ἐπὶ τὸν κύριον ἀπὸ ϕυλακῆς πρωίας μέχρι νυκτός· ἀπὸ ϕυλακῆς πρωίας ἐλπισάτω Ισραηλ ἐπὶ τὸν κύριον.	Mon âme a espéré dans le Seigneur.Que depuis la veille du matin jusqu'à la nuit, Israël espère dans le Seigneur.
129	7		ὅτι παρὰ τῷ κυρίῳ τὸ ἔλεος, καὶ πολλὴ παρ’ αὐτῷ λύτρωσις,	Car la miséricorde est dans le Seigneur, et une abondante rédemption est en lui.
129	8		καὶ αὐτὸς λυτρώσεται τὸν Ισραηλ ἐκ πασῶν τῶν ἀνομιῶν αὐτοῦ.	Et c'est lui qui rachètera Israël de toutes ses iniquités.
130	1	a	’Ωιδὴ τῶν ἀναβαθμῶν· τῷ Δαυιδ. 	Cantique des degrés.
130	1	c	Κύριε, οὐχ ὑψώθη μου ἡ καρδία, οὐδὲ ἐμετεωρίσθησαν οἱ ὀϕθαλμοί μου, 	 Seigneur, mon cœur ne s'est point enorgueilli, et mes yeux ne se sont point élevés ;
130	1	d	οὐδὲ ἐπορεύθην ἐν μεγάλοις οὐδὲ ἐν θαυμασίοις ὑπὲρ ἐμέ.	 je n'ai point cheminé dans les grandeurs ni en des merveilles au-dessus de moi.
130	2	a	εἰ μὴ ἐταπεινοϕρόνουν, ἀλλὰ ὕψωσα τὴν ψυχήν μου 	Si je n'ai point eu d'humbles sentiments, si j'ai trop élevé mon âme, 
130	2	b	ὡς τὸ ἀπογεγαλακτισμένον ἐπὶ τὴν μητέρα αὐτοῦ, ὡς ἀνταπόδοσις ἐπὶ τὴν ψυχήν μου.	rétribue mon âme comme un enfant privé du lait de sa mère.
130	3		ἐλπισάτω Ισραηλ ἐπὶ τὸν κύριον ἀπὸ τοῦ νῦν καὶ ἕως τοῦ αἰῶνος.	Qu'Israël espère dans le Seigneur, maintenant et dans les siècles des siècles.
131	1	a	’Ωιδὴ τῶν ἀναβαθμῶν. 	Cantique des degrés.
131	1	b	Μνήσθητι, κύριε, τοῦ Δαυιδ καὶ πάσης τῆς πραΰτητος αὐτοῦ,	Seigneur ; souviens-toi de David et de toute sa mansuétude ;
131	2		ὡς ὤμοσεν τῷ κυρίῳ, ηὔξατο τῷ θεῷ Ιακωβ	Comment il a juré au Seigneur et fait vœu au Dieu de Jacob.
131	3		Εἰ εἰσελεύσομαι εἰς σκήνωμα οἴκου μου, εἰ ἀναβήσομαι ἐπὶ κλίνης στρωμνῆς μου,	Je n'entrerai pas, dit-il, dans le tabernacle de ma demeure ; je ne monterai pas sur le lit de mon repos ;
131	4	a	εἰ δώσω ὕπνον τοῖς ὀϕθαλμοῖς μου καὶ τοῖς βλεϕάροις μου νυσταγμὸν καὶ ἀνάπαυσιν τοῖς κροτάϕοις μου,	Je ne donnerai point de sommeil à mes yeux, ni à mes paupières le moindre assoupissement,Ni de repos à mon front, 
131	5		ἕως οὗ εὕρω τόπον τῷ κυρίῳ, σκήνωμα τῷ θεῷ Ιακωβ.	avant que j'aie trouvé un lieu pour le Seigneur, un tabernacle pour le Dieu de Jacob.
131	6		ἰδοὺ ἠκούσαμεν αὐτὴν ἐν Εϕραθα, εὕρομεν αὐτὴν ἐν τοῖς πεδίοις τοῦ δρυμοῦ·	Voilà que nous avons ouï dire : Il est en Éphrata ; nous l'avons trouvé dans les plaines de la forêt.
131	7		εἰσελευσόμεθα εἰς τὰ σκηνώματα αὐτοῦ, προσκυνήσομεν εἰς τὸν τόπον, οὗ ἔστησαν οἱ πόδες αὐτοῦ.	Nous entrerons dans le tabernacle du Seigneur ; nous l'adorerons dans le lieu où il a arrêté ses pieds.
131	8		ἀνάστηθι, κύριε, εἰς τὴν ἀνάπαυσίν σου, σὺ καὶ ἡ κιβωτὸς τοῦ ἁγιάσματός σου·	Lève-toi, Seigneur, pour entrer en ton repos, toi et l'arche de ta sanctification.
131	9		οἱ ἱερεῖς σου ἐνδύσονται δικαιοσύνην, καὶ οἱ ὅσιοί σου ἀγαλλιάσονται.	Tes prêtres se revêtiront de justice, et tes saints seront transportés d'allégresse.
131	10		ἕνεκεν Δαυιδ τοῦ δούλου σου μὴ ἀποστρέψῃς τὸ πρόσωπον τοῦ χριστοῦ σου.	A cause de David ton serviteur, ne détourne pas ta face de ton Christ.
131	11		ὤμοσεν κύριος τῷ Δαυιδ ἀλήθειαν καὶ οὐ μὴ ἀθετήσει αὐτήν ’Εκ καρποῦ τῆς κοιλίας σου θήσομαι ἐπὶ τὸν θρόνον σου·	Le Seigneur a fait à David un serment véritable, et il ne le rétractera pas : Je placerai sur ton trône un roi issu du fruit de ton sang.
131	12	a	ἐὰν ϕυλάξωνται οἱ υἱοί σου τὴν διαθήκην μου καὶ τὰ μαρτύριά μου ταῦτα, ἃ διδάξω αὐτούς, 	Si tes fils gardent mon alliance et mes témoignages que je leur ai enseignés, leurs fils aussi seront assis sur ton trône dans tous les siècles :
131	12	b	καὶ οἱ υἱοὶ αὐτῶν ἕως τοῦ αἰῶνος καθιοῦνται ἐπὶ τοῦ θρόνου σου.	Si tes fils gardent mon alliance et mes témoignages que je leur ai enseignés, leurs fils aussi seront assis sur ton trône dans tous les siècles :
131	13		ὅτι ἐξελέξατο κύριος τὴν Σιων, ᾑρετίσατο αὐτὴν εἰς κατοικίαν ἑαυτῷ	Parce que le Seigneur a élu Sion ; il en a fait un choix privilégié pour sa demeure.
131	14		Αὕτη ἡ κατάπαυσίς μου εἰς αἰῶνα αἰῶνος, ὧδε κατοικήσω, ὅτι ᾑρετισάμην αὐτήν·	Ce sera mon repos dans les siècles des siècles ; j'y résiderai, parce que je l'ai choisi avec prédilection.
131	15		τὴν θήραν αὐτῆς εὐλογῶν εὐλογήσω, τοὺς πτωχοὺς αὐτῆς χορτάσω ἄρτων,	Je bénirai et bénirai sa chasse ; ses pauvres, je les rassasierai de pain.
131	16		τοὺς ἱερεῖς αὐτῆς ἐνδύσω σωτηρίαν, καὶ οἱ ὅσιοι αὐτῆς ἀγαλλιάσει ἀγαλλιάσονται·	Ses prêtres, je les revêtirai de salut, et ses saints tressailliront d'allégresse.
131	17		ἐκεῖ ἐξανατελῶ κέρας τῷ Δαυιδ, ἡτοίμασα λύχνον τῷ χριστῷ μου·	C'est là que j'élèverai le front de David, là que j'ai préparé une lampe pour mon Christ.
131	18		τοὺς ἐχθροὺς αὐτοῦ ἐνδύσω αἰσχύνην, ἐπὶ δὲ αὐτὸν ἐξανθήσει τὸ ἁγίασμά μου.	Pour ses ennemis, je les revêtirai de honte ; mais sur lui fleurira ma sanctification.
